ISSN,DOI,authors,year,title,journal,URL,citations,impact_factor_rank,category,year_for_citations_by_year,citations_per_year,more_than_20_citations_per_year,more_than_25_citations_per_year,more_than_30_citations_per_year
0162-3257,10.1007/s10803-013-1976-7,Tanaka; Sung,2016,The “Eye Avoidance” Hypothesis of Autism Face Processing,Journal of Autism and Developmental Disorders,https://doi.org/10.1007/s10803-013-1976-7,214,152,"PSYCHOLOGY, DEVELOPMENTAL",2016,23.78,TRUE,FALSE,FALSE
0031-5826,10.1111/peps.12066,Munyon; Summers; Thompson; Ferris,2015,"Political Skill and Work Outcomes: A Theoretical Extension, Meta‐Analytic Investigation, and Agenda for the Future",Personnel Psychology,https://doi.org/10.1111/peps.12066,225,52,"PSYCHOLOGY, APPLIED",2015,22.5,TRUE,FALSE,FALSE
0149-2063,10.1177/0149206313506466,Jones; Peddie; Gilrane; King; Gray,2016,Not So Subtle,Journal of Management,https://doi.org/10.1177/0149206313506466,275,9,"PSYCHOLOGY, APPLIED",2016,30.56,TRUE,TRUE,TRUE
0149-2063,10.1177/0149206313506462,Wallace; Butts; Johnson; Stevens; Smith,2016,A Multilevel Model of Employee Innovation,Journal of Management,https://doi.org/10.1177/0149206313506462,235,9,"PSYCHOLOGY, APPLIED",2016,26.11,TRUE,TRUE,FALSE
0013-9165,10.1177/0013916513503832,Arbuckle; Morton; Hobbs,2015,Understanding Farmer Perspectives on Climate Change Adaptation and Mitigation,Environment and Behavior,https://doi.org/10.1177/0013916513503832,317,38,"PSYCHOLOGY, MULTIDISCIPLINARY",2015,31.7,TRUE,TRUE,TRUE
0149-2063,10.1177/0149206313501200,Zyphur; Oswald,2015,Bayesian Estimation and Inference,Journal of Management,https://doi.org/10.1177/0149206313501200,253,9,"PSYCHOLOGY, APPLIED",2015,25.3,TRUE,TRUE,FALSE
1050-3307,10.1080/10503307.2013.817696,Boswell; Kraus; Miller; Lambert,2015,"Implementing routine outcome monitoring in clinical practice: Benefits, challenges, and solutions",Psychotherapy Research,https://doi.org/10.1080/10503307.2013.817696,331,232,"PSYCHOLOGY, CLINICAL",2015,33.1,TRUE,TRUE,TRUE
0160-7715,10.1007/s10865-013-9523-8,Frost; Lehavot; Meyer,2015,Minority stress and physical health among sexual minority individuals,Journal of Behavioral Medicine,https://doi.org/10.1007/s10865-013-9523-8,431,198,"PSYCHOLOGY, CLINICAL",2015,43.1,TRUE,TRUE,TRUE
0149-2063,10.1177/0149206313495411,Baron; Franklin; Hmieleski,2016,"Why Entrepreneurs Often Experience <i>Low</i>, Not High, Levels of Stress",Journal of Management,https://doi.org/10.1177/0149206313495411,317,9,"PSYCHOLOGY, APPLIED",2016,35.22,TRUE,TRUE,TRUE
0013-9165,10.1177/0013916513491571,Xiao; McCright,2015,Gender Differences in Environmental Concern,Environment and Behavior,https://doi.org/10.1177/0013916513491571,232,38,"PSYCHOLOGY, MULTIDISCIPLINARY",2015,23.2,TRUE,FALSE,FALSE
1087-0547,10.1177/1087054713486516,Harpin; Mazzone; Raynaud; Kahle; Hodgkins,2016,Long-Term Outcomes of ADHD,Journal of Attention Disorders,https://doi.org/10.1177/1087054713486516,218,217,"PSYCHOLOGY, DEVELOPMENTAL",2016,24.22,TRUE,FALSE,FALSE
0149-2063,10.1177/0149206313484521,Anseel; Beatty; Shen; Lievens; Sackett,2015,How Are We Doing After 30 Years? A Meta-Analytic Review of the Antecedents and Outcomes of Feedback-Seeking Behavior,Journal of Management,https://doi.org/10.1177/0149206313484521,295,9,"PSYCHOLOGY, APPLIED",2015,29.5,TRUE,TRUE,FALSE
0149-2063,10.1177/0149206313486259,Terjesen; Hessels; Li,2016,Comparative International Entrepreneurship,Journal of Management,https://doi.org/10.1177/0149206313486259,330,9,"PSYCHOLOGY, APPLIED",2016,36.67,TRUE,TRUE,TRUE
0149-2063,10.1177/0149206313478189,Chuang; Jackson; Jiang,2016,"Can Knowledge-Intensive Teamwork Be Managed? Examining the Roles of HRM Systems, Leadership, and Tacit Knowledge",Journal of Management,https://doi.org/10.1177/0149206313478189,265,9,"PSYCHOLOGY, APPLIED",2016,29.44,TRUE,TRUE,FALSE
2397-3374,10.1038/s41562-024-01895-8,Kim; Lee; Lee; Lee; Kwon; Kim; Koyanagi; Smith; Fond; Boyer; Rahmati; López Sánchez; Dragioti; Cortese; Shin; Choi; Suh; Lee; Solmi; Min; Shin; Yon; Fusar-Poli,2024,Short- and long-term neuropsychiatric outcomes in long COVID in South Korea and Japan,Nature Human Behaviour,https://doi.org/10.1038/s41562-024-01895-8,22,1,"PSYCHOLOGY, EXPERIMENTAL",2024,22,TRUE,FALSE,FALSE
0149-2063,10.1177/0149206312457822,Leroy; Anseel; Gardner; Sels,2015,"Authentic Leadership, Authentic Followership, Basic Need Satisfaction, and Work Role Performance",Journal of Management,https://doi.org/10.1177/0149206312457822,277,9,"PSYCHOLOGY, APPLIED",2015,27.7,TRUE,TRUE,FALSE
0149-2063,10.1177/0149206312455244,Engelen; Gupta; Strenger; Brettel,2015,"Entrepreneurial Orientation, Firm Performance, and the Moderating Role of Transformational Leadership Behaviors",Journal of Management,https://doi.org/10.1177/0149206312455244,256,9,"PSYCHOLOGY, APPLIED",2015,25.6,TRUE,TRUE,FALSE
0149-2063,10.1177/0149206312455246,Halbesleben; Wheeler,2015,To Invest or Not? The Role of Coworker Support and Trust in Daily Reciprocal Gain Spirals of Helping Behavior,Journal of Management,https://doi.org/10.1177/0149206312455246,308,9,"PSYCHOLOGY, APPLIED",2015,30.8,TRUE,TRUE,TRUE
1939-1307,10.1037/ocp0000376,Bakker; Demerouti,2024,Job demands–resources theory: Frequently asked questions.,Journal of Occupational Health Psychology,https://doi.org/10.1037/ocp0000376,22,27,"PSYCHOLOGY, APPLIED",2024,22,TRUE,FALSE,FALSE
0747-5632,10.1016/j.chb.2024.108353,Wang; Xue,2024,Using AI-driven chatbots to foster Chinese EFL students’ academic engagement: An intervention study,Computers in Human Behavior,https://doi.org/10.1016/j.chb.2024.108353,54,12,"PSYCHOLOGY, EXPERIMENTAL",2024,54,TRUE,TRUE,TRUE
0149-2063,10.1177/0149206312441210,Schippers; West; Dawson,2015,Team Reflexivity and Innovation,Journal of Management,https://doi.org/10.1177/0149206312441210,216,9,"PSYCHOLOGY, APPLIED",2015,21.6,TRUE,FALSE,FALSE
0023-9690,10.1016/j.lmot.2024.102014,Wang; Wang,2024,Exploring Chinese EFL learners’ engagement with large language models: A self-determination theory perspective,Learning and Motivation,https://doi.org/10.1016/j.lmot.2024.102014,34,477,"PSYCHOLOGY, BIOLOGICAL",2024,34,TRUE,TRUE,TRUE
0149-2063,10.1177/0149206311429378,van Essen; Otten; Carberry,2015,Assessing Managerial Power Theory,Journal of Management,https://doi.org/10.1177/0149206311429378,221,9,"PSYCHOLOGY, APPLIED",2015,22.1,TRUE,FALSE,FALSE
2397-3374,10.1038/s41562-024-01871-2,Bays; Schneegans; Ma; Brady,2024,Representation and computation in visual working memory,Nature Human Behaviour,https://doi.org/10.1038/s41562-024-01871-2,21,1,"PSYCHOLOGY, EXPERIMENTAL",2024,21,TRUE,FALSE,FALSE
2397-3374,10.1038/s41562-024-01882-z,Strachan; Albergo; Borghini; Pansardi; Scaliti; Gupta; Saxena; Rufo; Panzeri; Manzi; Graziano; Becchio,2024,Testing theory of mind in large language models and humans,Nature Human Behaviour,https://doi.org/10.1038/s41562-024-01882-z,35,1,"PSYCHOLOGY, EXPERIMENTAL",2024,35,TRUE,TRUE,TRUE
2397-3374,10.1038/s41562-024-01881-0,Kozyreva; Lorenz-Spreen; Herzog; Ecker; Lewandowsky; Hertwig; Ali; Bak-Coleman; Barzilai; Basol; Berinsky; Betsch; Cook; Fazio; Geers; Guess; Huang; Larreguy; Maertens; Panizza; Pennycook; Rand; Rathje; Reifler; Schmid; Smith; Swire-Thompson; Szewach; van der Linden; Wineburg,2024,Toolbox of individual-level interventions against online misinformation,Nature Human Behaviour,https://doi.org/10.1038/s41562-024-01881-0,30,1,"PSYCHOLOGY, EXPERIMENTAL",2024,30,TRUE,TRUE,TRUE
1389-0417,10.1016/j.cogsys.2024.101243,Retzlaff; Angerschmid; Saranti; Schneeberger; Röttger; Müller; Holzinger,2024,Post-hoc vs ante-hoc explanations: xAI design guidelines for data scientists,Cognitive Systems Research,https://doi.org/10.1016/j.cogsys.2024.101243,21,344,"PSYCHOLOGY, EXPERIMENTAL",2024,21,TRUE,FALSE,FALSE
0001-6918,10.1016/j.actpsy.2024.104233,Lin; Wang,2024,Unpacking the mediating role of classroom interaction between student satisfaction and perceived online learning among Chinese EFL tertiary learners in the new normal of post-COVID-19,Acta Psychologica,https://doi.org/10.1016/j.actpsy.2024.104233,31,349,"PSYCHOLOGY, EXPERIMENTAL",2024,31,TRUE,TRUE,TRUE
0747-5632,10.1016/j.chb.2024.108211,Li,2024,An interactive teaching evaluation system for preschool education in universities based on machine learning algorithm,Computers in Human Behavior,https://doi.org/10.1016/j.chb.2024.108211,24,12,"PSYCHOLOGY, EXPERIMENTAL",2024,24,TRUE,FALSE,FALSE
2451-9588,10.1016/j.chbr.2024.100402,Bouteraa; Bin-Nashwan; Al-Daihani; Dirie; Benlahcene; Sadallah; Zaki; Lada; Ansar; Fook; Chekima,2024,Understanding the diffusion of AI-generative (ChatGPT) in higher education: Does students' integrity matter?,Computers in Human Behavior Reports,https://doi.org/10.1016/j.chbr.2024.100402,23,42,"PSYCHOLOGY, EXPERIMENTAL",2024,23,TRUE,FALSE,FALSE
1362-3613,10.1177/13623613241237871,Botha; Chapman; Giwa Onaiwu; Kapp; Stannard Ashley; Walker,2024,The neurodiversity concept was developed collectively: An overdue correction on the origins of neurodiversity theory,Autism,https://doi.org/10.1177/13623613241237871,49,37,"PSYCHOLOGY, DEVELOPMENTAL",2024,49,TRUE,TRUE,TRUE
0959-4752,10.1016/j.learninstruc.2024.101894,Steiss; Tate; Graham; Cruz; Hebert; Wang; Moon; Tseng; Warschauer; Olson,2024,Comparing the quality of human and ChatGPT feedback of students’ writing,Learning and Instruction,https://doi.org/10.1016/j.learninstruc.2024.101894,64,49,"PSYCHOLOGY, EDUCATIONAL",2024,64,TRUE,TRUE,TRUE
2397-3374,10.1038/s41562-024-01838-3,Mohan; Zhang; Ermentrout; Jacobs,2024,The direction of theta and alpha travelling waves modulates human memory processing,Nature Human Behaviour,https://doi.org/10.1038/s41562-024-01838-3,22,1,"PSYCHOLOGY, EXPERIMENTAL",2024,22,TRUE,FALSE,FALSE
2451-9588,10.1016/j.chbr.2024.100396,Ayanwale; Ndlovu,2024,Investigating factors of students' behavioral intentions to adopt chatbot technologies in higher education: Perspective from expanded diffusion theory of innovation,Computers in Human Behavior Reports,https://doi.org/10.1016/j.chbr.2024.100396,21,42,"PSYCHOLOGY, EXPERIMENTAL",2024,21,TRUE,FALSE,FALSE
0023-9690,10.1016/j.lmot.2024.101981,Wang; Wang,2024,"A structural equation modeling approach in examining EFL students’ foreign language enjoyment, trait emotional intelligence, and classroom climate",Learning and Motivation,https://doi.org/10.1016/j.lmot.2024.101981,48,477,"PSYCHOLOGY, BIOLOGICAL",2024,48,TRUE,TRUE,TRUE
1664-1078,10.3389/fpsyg.2024.1330720,Acoba,2024,Social support and mental health: the mediating role of perceived stress,Frontiers in Psychology,https://doi.org/10.3389/fpsyg.2024.1330720,22,228,"PSYCHOLOGY, MULTIDISCIPLINARY",2024,22,TRUE,FALSE,FALSE
0022-1465,10.1177/00221465231222924,Brown; Homan,2024,Structural Racism and Health Stratification: Connecting Theory to Measurement,Journal of Health and Social Behavior,https://doi.org/10.1177/00221465231222924,23,21,"PSYCHOLOGY, SOCIAL",2024,23,TRUE,FALSE,FALSE
2515-2459,10.1177/25152459231213802,Willroth; Atherton,2024,Best Laid Plans: A Guide to Reporting Preregistration Deviations,Advances in Methods and Practices in Psychological Science,https://doi.org/10.1177/25152459231213802,23,3,PSYCHOLOGY,2024,23,TRUE,FALSE,FALSE
0010-0277,10.1016/j.cognition.2024.105731,Gresch; Boettcher; van Ede; Nobre,2024,Shifting attention between perception and working memory,Cognition,https://doi.org/10.1016/j.cognition.2024.105731,20,195,"PSYCHOLOGY, EXPERIMENTAL",2024,20,TRUE,FALSE,FALSE
0439-755X,10.3724/sp.j.1041.2024.00447,ZHANG; PI; LI,2024,Individual and collective temporal self-evaluation: Evidence from behavior and ERP,Acta Psychologica Sinica,https://doi.org/10.3724/sp.j.1041.2024.00447,41,560,"PSYCHOLOGY, MULTIDISCIPLINARY",2024,41,TRUE,TRUE,TRUE
0742-6046,10.1002/mar.21957,Hollebeek; Menidjel; Sarstedt; Jansson; Urbonavicius,2024,"Engaging consumers through artificially intelligent technologies: Systematic review, conceptual model, and further research",Psychology &amp; Marketing,https://doi.org/10.1002/mar.21957,27,14,"PSYCHOLOGY, APPLIED",2024,27,TRUE,TRUE,FALSE
2397-3374,10.1038/s41562-023-01783-7,Tuckute; Sathe; Srikant; Taliaferro; Wang; Schrimpf; Kay; Fedorenko,2024,Driving and suppressing the human language network using large language models,Nature Human Behaviour,https://doi.org/10.1038/s41562-023-01783-7,26,1,"PSYCHOLOGY, EXPERIMENTAL",2024,26,TRUE,TRUE,FALSE
1094-4281,10.1177/10944281231219274,Hünermund; Louw,2025,On the Nuisance of Control Variables in Causal Regression Analysis,Organizational Research Methods,https://doi.org/10.1177/10944281231219274,30,13,"PSYCHOLOGY, APPLIED",2024,30,TRUE,TRUE,TRUE
0747-5632,10.1016/j.chb.2023.108097,Saif; Khan; Shaheen; ALotaibi; Alnfiai; Arif,2024,Chat-GPT; validating Technology Acceptance Model (TAM) in education sector via ubiquitous learning mechanism,Computers in Human Behavior,https://doi.org/10.1016/j.chb.2023.108097,75,12,"PSYCHOLOGY, EXPERIMENTAL",2024,75,TRUE,TRUE,TRUE
0149-2063,10.1177/01492063231215032,Blagoev; Hernes; Kunisch; Schultz,2024,Time as a Research Lens: A Conceptual Review and Research Agenda,Journal of Management,https://doi.org/10.1177/01492063231215032,20,9,"PSYCHOLOGY, APPLIED",2024,20,TRUE,FALSE,FALSE
1046-1310,10.1007/s12144-023-05546-5,Wang; Gao; Sun; Wang,2024,Unveiling the tapestry of teacher belief research: tracing the present and forging the future through bibliometric analysis,Current Psychology,https://doi.org/10.1007/s12144-023-05546-5,22,250,"PSYCHOLOGY, MULTIDISCIPLINARY",2024,22,TRUE,FALSE,FALSE
0031-5125,10.1177/00315125231222398,Zhi; Wang; Derakhshan,2024,On the Role of Academic Buoyancy and Self-Efficacy in Predicting Teachers’ Work Engagement: A Case of Chinese English as a Foreign Language Teachers,Perceptual and Motor Skills,https://doi.org/10.1177/00315125231222398,23,546,"PSYCHOLOGY, EXPERIMENTAL",2024,23,TRUE,FALSE,FALSE
1664-1078,10.3389/fpsyg.2023.1260843,Song; Song,2023,Enhancing academic writing skills and motivation: assessing the efficacy of ChatGPT in AI-assisted language learning for EFL students,Frontiers in Psychology,https://doi.org/10.3389/fpsyg.2023.1260843,73,228,"PSYCHOLOGY, MULTIDISCIPLINARY",2023,36.5,TRUE,TRUE,TRUE
2157-3913,10.1037/spy0000337,Sharpe; Obine; Birch; Pocock; Moore,2024,Performance breakdown under pressure among esports competitors.,"Sport, Exercise, and Performance Psychology",https://doi.org/10.1037/spy0000337,21,240,"PSYCHOLOGY, APPLIED",2024,21,TRUE,FALSE,FALSE
1040-0419,10.1080/10400419.2023.2254573,Green; Beaty; Kenett; Kaufman,2024,The Process Definition of Creativity,Creativity Research Journal,https://doi.org/10.1080/10400419.2023.2254573,27,253,"PSYCHOLOGY, EDUCATIONAL",2024,27,TRUE,TRUE,FALSE
1554-3528,10.3758/s13428-023-02254-7,Moshagen; Bader,2023,semPower: General power analysis for structural equation models,Behavior Research Methods,https://doi.org/10.3758/s13428-023-02254-7,44,55,"PSYCHOLOGY, EXPERIMENTAL",2023,22,TRUE,FALSE,FALSE
2254-9625,10.3390/ejihpe13110181,Hasanein; Sobaih,2023,Drivers and Consequences of ChatGPT Use in Higher Education: Key Stakeholder Perspectives,"European Journal of Investigation in Health, Psychology and Education",https://doi.org/10.3390/ejihpe13110181,52,170,"PSYCHOLOGY, CLINICAL",2023,26,TRUE,TRUE,FALSE
1664-1078,10.3389/fpsyg.2023.1261955,Wei,2023,"Artificial intelligence in language instruction: impact on English learning achievement, L2 motivation, and self-regulated learning",Frontiers in Psychology,https://doi.org/10.3389/fpsyg.2023.1261955,45,228,"PSYCHOLOGY, MULTIDISCIPLINARY",2023,22.5,TRUE,FALSE,FALSE
0742-6046,10.1002/mar.21927,Han; Balabanis,2024,Meta‐analysis of social media influencer impact: Key antecedents and theoretical foundations,Psychology &amp; Marketing,https://doi.org/10.1002/mar.21927,41,14,"PSYCHOLOGY, APPLIED",2024,41,TRUE,TRUE,TRUE
1939-2176,10.1037/edu0000833,Wong; Liem; Chan; Datu,2024,Student engagement and its association with academic achievement and subjective well-being: A systematic review and meta-analysis.,Journal of Educational Psychology,https://doi.org/10.1037/edu0000833,32,28,"PSYCHOLOGY, EDUCATIONAL",2024,32,TRUE,TRUE,TRUE
0747-5632,10.1016/j.chb.2023.107998,Pal; Arpnikanondt,2024,"The sweet escape to metaverse: Exploring escapism, anxiety, and virtual place attachment",Computers in Human Behavior,https://doi.org/10.1016/j.chb.2023.107998,20,12,"PSYCHOLOGY, EXPERIMENTAL",2024,20,TRUE,FALSE,FALSE
1362-3613,10.1177/13623613231205629,Shaw; Carravallah; Johnson; O’Sullivan; Chown; Neilson; Doherty,2024,Barriers to healthcare and a ‘triple empathy problem’ may lead to adverse outcomes for autistic adults: A qualitative study,Autism,https://doi.org/10.1177/13623613231205629,29,37,"PSYCHOLOGY, DEVELOPMENTAL",2024,29,TRUE,TRUE,FALSE
0747-5632,10.1016/j.chb.2023.107987,Yin; Jiang; Niu,2024,Can AI really help? The double-edged sword effect of AI assistant on employees’ innovation behavior,Computers in Human Behavior,https://doi.org/10.1016/j.chb.2023.107987,33,12,"PSYCHOLOGY, EXPERIMENTAL",2024,33,TRUE,TRUE,TRUE
2050-7283,10.1186/s40359-023-01378-x,Hu; Wang,2023,The predicting role of EFL teachers’ immediacy behaviors in students’ willingness to communicate and academic engagement,BMC Psychology,https://doi.org/10.1186/s40359-023-01378-x,58,208,"PSYCHOLOGY, MULTIDISCIPLINARY",2023,29,TRUE,TRUE,FALSE
0149-2063,10.1177/01492063231194968,Choudhary; Marchetti; Shrestha; Puranam,2025,Human-AI Ensembles: When Can They Work?,Journal of Management,https://doi.org/10.1177/01492063231194968,20,9,"PSYCHOLOGY, APPLIED",2024,20,TRUE,FALSE,FALSE
1362-0436,10.1108/cdi-08-2023-0278,Akkermans; Donald; Jackson; Forrier,2024,Are we talking about the same thing? The case for stronger connections between graduate and worker employability research,Career Development International,https://doi.org/10.1108/cdi-08-2023-0278,25,122,"PSYCHOLOGY, APPLIED",2024,25,TRUE,TRUE,FALSE
0742-6046,10.1002/mar.21048,Coudounaris; Sthapit,2017,Antecedents of memorable tourism experience related to behavioral intentions,Psychology &amp; Marketing,https://doi.org/10.1002/mar.21048,164,14,"PSYCHOLOGY, APPLIED",2017,20.5,TRUE,FALSE,FALSE
2254-9625,10.3390/ejihpe13090140,Shaikh; Yayilgan; Klimova; Pikhart,2023,Assessing the Usability of ChatGPT for Formal English Language Learning,"European Journal of Investigation in Health, Psychology and Education",https://doi.org/10.3390/ejihpe13090140,47,170,"PSYCHOLOGY, CLINICAL",2023,23.5,TRUE,FALSE,FALSE
2515-2459,10.1177/25152459231178728,Sommet; Weissman; Cheutin; Elliot,2023,How Many Participants Do I Need to Test an Interaction? Conducting an Appropriate Power Analysis and Achieving Sufficient Power to Detect an Interaction,Advances in Methods and Practices in Psychological Science,https://doi.org/10.1177/25152459231178728,61,3,PSYCHOLOGY,2023,30.5,TRUE,TRUE,TRUE
0889-3268,10.1007/s10869-023-09910-x,Magni; Park; Chao,2024,Humans as Creativity Gatekeepers: Are We Biased Against AI Creativity?,Journal of Business and Psychology,https://doi.org/10.1007/s10869-023-09910-x,20,93,"PSYCHOLOGY, APPLIED",2024,20,TRUE,FALSE,FALSE
1046-1310,10.1007/s12144-023-05184-x,Liu; Zhang; Cao; Gao,2024,Does anxiety consistently affect the achievement goals of college students? A four-wave longitudinal investigation from China,Current Psychology,https://doi.org/10.1007/s12144-023-05184-x,21,250,"PSYCHOLOGY, MULTIDISCIPLINARY",2024,21,TRUE,FALSE,FALSE
0149-2063,10.1177/01492063231193362,Ezerins; Simon; Vogus; Gabriel; Calderwood; Rosen,2024,Autism and Employment: A Review of the “New Frontier” of Diversity Research,Journal of Management,https://doi.org/10.1177/01492063231193362,26,9,"PSYCHOLOGY, APPLIED",2024,26,TRUE,TRUE,FALSE
1939-1315,10.1037/pspp0000470,Atari; Haidt; Graham; Koleva; Stevens; Dehghani,2023,Morality beyond the WEIRD: How the nomological network of morality varies across cultures.,Journal of Personality and Social Psychology,https://doi.org/10.1037/pspp0000470,65,20,"PSYCHOLOGY, SOCIAL",2023,32.5,TRUE,TRUE,TRUE
0167-8760,10.1016/j.ijpsycho.2023.08.001,Gullett; Zajkowska; Walsh; Harper; Mondelli,2023,Heart rate variability (HRV) as a way to understand associations between the autonomic nervous system (ANS) and affective states: A critical review of the literature,International Journal of Psychophysiology,https://doi.org/10.1016/j.ijpsycho.2023.08.001,47,258,PSYCHOLOGY,2023,23.5,TRUE,FALSE,FALSE
0894-3796,10.1002/job.2735,Bankins; Ocampo; Marrone; Restubog; Woo,2024,A multilevel review of artificial intelligence in organizations: Implications for organizational behavior research and practice,Journal of Organizational Behavior,https://doi.org/10.1002/job.2735,57,22,"PSYCHOLOGY, APPLIED",2024,57,TRUE,TRUE,TRUE
2397-3374,10.1038/s41562-023-01659-w,Webb; Holyoak; Lu,2023,Emergent analogical reasoning in large language models,Nature Human Behaviour,https://doi.org/10.1038/s41562-023-01659-w,121,1,"PSYCHOLOGY, EXPERIMENTAL",2023,60.5,TRUE,TRUE,TRUE
0747-5632,10.1016/j.chb.2023.107897,Lim; Lee,2023,“You are a virtual influencer!”: Understanding the impact of origin disclosure and emotional narratives on parasocial relationships and virtual influencer credibility,Computers in Human Behavior,https://doi.org/10.1016/j.chb.2023.107897,48,12,"PSYCHOLOGY, EXPERIMENTAL",2023,24,TRUE,FALSE,FALSE
0890-2070,10.1177/08902070231190219,Bühler; Orth; Bleidorn; Weber; Kretzschmar; Scheling; Hopwood,2024,Life Events and Personality Change: A Systematic Review and Meta-Analysis,European Journal of Personality,https://doi.org/10.1177/08902070231190219,37,96,"PSYCHOLOGY, SOCIAL",2024,37,TRUE,TRUE,TRUE
0145-2134,10.1016/j.chiabu.2023.106346,Han; Dieujuste; Doom; Narayan,2023,A systematic review of positive childhood experiences and adult outcomes: Promotive and protective processes for resilience in the context of childhood adversity,Child Abuse &amp; Neglect,https://doi.org/10.1016/j.chiabu.2023.106346,45,110,"PSYCHOLOGY, SOCIAL",2023,22.5,TRUE,FALSE,FALSE
0021-9630,10.1111/jcpp.13864,Keyes; Platt,2024,"Annual Research Review: Sex, gender, and internalizing conditions among adolescents in the 21st century – trends, causes, consequences",Journal of Child Psychology and Psychiatry,https://doi.org/10.1111/jcpp.13864,28,19,PSYCHOLOGY,2024,28,TRUE,TRUE,FALSE
0009-3920,10.1111/cdev.13968,Cipriano; Strambler; Naples; Ha; Kirk; Wood; Sehgal; Zieher; Eveleigh; McCarthy; Funaro; Ponnock; Chow; Durlak,2023,The state of evidence for social and emotional learning: A contemporary <scp>meta‐analysis</scp> of universal <scp>school‐based SEL</scp> interventions,Child Development,https://doi.org/10.1111/cdev.13968,77,79,"PSYCHOLOGY, DEVELOPMENTAL",2023,38.5,TRUE,TRUE,TRUE
2050-7283,10.1186/s40359-023-01242-y,Cao; Liao; Jiang; Li; Chen; Lin,2023,"Psychometric evaluation of the depression, anxiety, and stress scale-21 (DASS-21) among Chinese primary and middle school teachers",BMC Psychology,https://doi.org/10.1186/s40359-023-01242-y,42,208,"PSYCHOLOGY, MULTIDISCIPLINARY",2023,21,TRUE,FALSE,FALSE
0268-1064,10.1111/mila.12466,Schwitzgebel; Schwitzgebel; Strasser,2024,Creating a large language model of a philosopher,Mind &amp; Language,https://doi.org/10.1111/mila.12466,21,436,"PSYCHOLOGY, EXPERIMENTAL",2024,21,TRUE,FALSE,FALSE
1046-1310,10.1007/s12144-023-04989-0,Salah; Alhalbusi; Ismail; Abdelfattah,2024,"Chatting with ChatGPT: decoding the mind of Chatbot users and unveiling the intricate connections between user perception, trust and stereotype perception on self-esteem and psychological well-being",Current Psychology,https://doi.org/10.1007/s12144-023-04989-0,20,250,"PSYCHOLOGY, MULTIDISCIPLINARY",2024,20,TRUE,FALSE,FALSE
0149-2063,10.1177/01492063231180836,del Carmen Triana; Song; Um; Huang,2024,Stereotypical Perception in Management: A Review and Expansion of Role Congruity Theory,Journal of Management,https://doi.org/10.1177/01492063231180836,21,9,"PSYCHOLOGY, APPLIED",2024,21,TRUE,FALSE,FALSE
0031-5125,10.1177/00315125231182269,Zhang; Fathi; Mohammaddokht,2023,"Predicting Teaching Enjoyment from Teachers’ Perceived School Climate, Self-Efficacy, and Psychological Wellbeing at Work: EFL Teachers",Perceptual and Motor Skills,https://doi.org/10.1177/00315125231182269,48,546,"PSYCHOLOGY, EXPERIMENTAL",2023,24,TRUE,FALSE,FALSE
2397-3374,10.1038/s41562-023-01641-6,Arechar; Allen; Berinsky; Cole; Epstein; Garimella; Gully; Lu; Ross; Stagnaro; Zhang; Pennycook; Rand,2023,Understanding and combatting misinformation across 16 countries on six continents,Nature Human Behaviour,https://doi.org/10.1038/s41562-023-01641-6,57,1,"PSYCHOLOGY, EXPERIMENTAL",2023,28.5,TRUE,TRUE,FALSE
0898-929X,10.1162/jocn_a_02026,Tarasi; Romei,2024,Individual Alpha Frequency Contributes to the Precision of Human Visual Processing,Journal of Cognitive Neuroscience,https://doi.org/10.1162/jocn_a_02026,21,154,"PSYCHOLOGY, EXPERIMENTAL",2024,21,TRUE,FALSE,FALSE
1942-969X,10.1037/tra0001533,Norman; Griffin; Pietrzak; McLean; Hamblen; Maguen,2024,The Moral Injury and Distress Scale: Psychometric evaluation and initial validation in three high-risk populations.,"Psychological Trauma: Theory, Research, Practice, and Policy",https://doi.org/10.1037/tra0001533,21,204,"PSYCHOLOGY, CLINICAL",2024,21,TRUE,FALSE,FALSE
2397-3374,10.1038/s41562-023-01617-6,Wang; Gao; Han; Yu; Long; Jiang; Wu; Pei; Cao; Ye; Wang; Zhao,2023,"A systematic review and meta-analysis of 90 cohort studies of social isolation, loneliness and mortality",Nature Human Behaviour,https://doi.org/10.1038/s41562-023-01617-6,133,1,"PSYCHOLOGY, EXPERIMENTAL",2023,66.5,TRUE,TRUE,TRUE
0022-0175,10.1002/jocb.597,Vinchon; Lubart; Bartolotta; Gironnay; Botella; Bourgeois-Bougrine; Burkhardt; Bonnardel; Corazza; Glăveanu; Hanchett Hanson; Ivcevic; Karwowski; Kaufman; Okada; Reiter‐Palmon; Gaggioli,2023,Artificial Intelligence &amp; Creativity: A Manifesto for Collaboration,The Journal of Creative Behavior,https://doi.org/10.1002/jocb.597,41,192,"PSYCHOLOGY, EDUCATIONAL",2023,20.5,TRUE,FALSE,FALSE
0276-3478,10.1002/eat.23989,Johnson‐Munguia; Negi; Chen; Thomeczek; Forbush,2024,"Eating disorder psychopathology, psychiatric impairment, and symptom frequency of atypical anorexia nervosa versus anorexia nervosa: A systematic review and meta‐analysis",International Journal of Eating Disorders,https://doi.org/10.1002/eat.23989,22,51,PSYCHOLOGY,2024,22,TRUE,FALSE,FALSE
