ISSN,DOI,authors,year,title,journal,URL,citations,impact_factor_rank,category,year_for_citations_by_year,citations_per_year,more_than_20_citations_per_year,more_than_25_citations_per_year,more_than_30_citations_per_year
1662-5161,10.3389/fnhum.2016.00604,Crosse; Di Liberto; Bednar; Lalor,2016,The Multivariate Temporal Response Function (mTRF) Toolbox: A MATLAB Toolbox for Relating Neural Signals to Continuous Stimuli,Frontiers in Human Neuroscience,https://doi.org/10.3389/fnhum.2016.00604,445,282,PSYCHOLOGY,2016,49.44,TRUE,TRUE,TRUE
0021-9762,10.1002/jclp.22435,Limburg; Watson; Hagger; Egan,2017,The Relationship Between Perfectionism and Psychopathology: A Meta‐Analysis,Journal of Clinical Psychology,https://doi.org/10.1002/jclp.22435,360,257,"PSYCHOLOGY, CLINICAL",2017,45,TRUE,TRUE,TRUE
0149-2063,10.1177/0149206313495411,Baron; Franklin; Hmieleski,2016,"Why Entrepreneurs Often Experience Low, Not High, Levels of Stress",Journal of Management,https://doi.org/10.1177/0149206313495411,317,9,"PSYCHOLOGY, APPLIED",2016,35.22,TRUE,TRUE,TRUE
0149-2063,10.1177/0149206317729027,Beugelsdijk; Kostova; Kunst; Spadafora; van Essen,2018,Cultural Distance and Firm Internationalization: A Meta-Analytical Review and Theoretical Implications,Journal of Management,https://doi.org/10.1177/0149206317729027,266,9,"PSYCHOLOGY, APPLIED",2018,38,TRUE,TRUE,TRUE
0890-2070,10.1002/per.2229,Buecker; Maes; Denissen; Luhmann,2020,Loneliness and the Big Five Personality Traits: A Meta–Analysis,European Journal of Personality,https://doi.org/10.1002/per.2229,197,96,"PSYCHOLOGY, SOCIAL",2020,39.4,TRUE,TRUE,TRUE
0956-7976,10.1177/0956797620916782,Muthukrishna; Bell; Henrich; Curtin; Gedranovich; McInerney; Thue,2020,"Beyond Western, Educated, Industrial, Rich, and Democratic (WEIRD) Psychology: Measuring and Mapping Scales of Cultural and Psychological Distance",Psychological Science,https://doi.org/10.1177/0956797620916782,365,44,"PSYCHOLOGY, MULTIDISCIPLINARY",2020,73,TRUE,TRUE,TRUE
0010-9452,10.1016/j.cortex.2016.04.023,Friedman; Miyake,2017,Unity and diversity of executive functions: Individual differences as a window on cognitive structure,Cortex,https://doi.org/10.1016/j.cortex.2016.04.023,1095,125,"PSYCHOLOGY, EXPERIMENTAL",2017,136.88,TRUE,TRUE,TRUE
0146-8693,10.1093/jpepsy/jsaa093,Marchetti; Fontanesi; Mazza; Di Giandomenico; Roma; Verrocchio,2020,Parenting-Related Exhaustion During the Italian COVID-19 Lockdown,Journal of Pediatric Psychology,https://doi.org/10.1093/jpepsy/jsaa093,232,215,"PSYCHOLOGY, DEVELOPMENTAL",2020,46.4,TRUE,TRUE,TRUE
1054-139X,10.1016/j.jadohealth.2020.08.009,Lee; Cadigan; Rhew,2020,Increases in Loneliness Among Young Adults During the COVID-19 Pandemic and Association With Increases in Mental Health Problems,Journal of Adolescent Health,https://doi.org/10.1016/j.jadohealth.2020.08.009,371,30,"PSYCHOLOGY, DEVELOPMENTAL",2020,74.2,TRUE,TRUE,TRUE
0167-8760,10.1016/j.ijpsycho.2015.02.003,Herrmann; Strüber; Helfrich; Engel,2016,EEG oscillations: From correlation to causality,International Journal of Psychophysiology,https://doi.org/10.1016/j.ijpsycho.2015.02.003,372,258,PSYCHOLOGY,2016,41.33,TRUE,TRUE,TRUE
0001-8791,10.1016/j.jvb.2018.06.011,De Vos; Van der Heijden; Akkermans,2020,Sustainable careers: Towards a conceptual model,Journal of Vocational Behavior,https://doi.org/10.1016/j.jvb.2018.06.011,356,35,"PSYCHOLOGY, APPLIED",2020,71.2,TRUE,TRUE,TRUE
0010-0277,10.1016/j.cognition.2018.08.003,Bigman; Gray,2018,People are averse to machines making moral decisions,Cognition,https://doi.org/10.1016/j.cognition.2018.08.003,319,195,"PSYCHOLOGY, EXPERIMENTAL",2018,45.57,TRUE,TRUE,TRUE
0021-9029,10.1111/jasp.12453,Jolley; Douglas,2017,Prevention is better than cure: Addressing anti‐vaccine conspiracy theories,Journal of Applied Social Psychology,https://doi.org/10.1111/jasp.12453,268,396,"PSYCHOLOGY, SOCIAL",2017,33.5,TRUE,TRUE,TRUE
2397-3374,10.1038/s41562-020-0884-z,Bavel; Baicker; Boggio; Capraro; Cichocka; Cikara; Crockett; Crum; Douglas; Druckman; Drury; Dube; Ellemers; Finkel; Fowler; Gelfand; Han; Haslam; Jetten; Kitayama; Mobbs; Napper; Packer; Pennycook; Peters; Petty; Rand; Reicher; Schnall; Shariff; Skitka; Smith; Sunstein; Tabri; Tucker; Linden; Lange; Weeden; Wohl; Zaki; Zion; Willer,2020,Using social and behavioural science to support COVID-19 pandemic response,Nature Human Behaviour,https://doi.org/10.1038/s41562-020-0884-z,3139,1,"PSYCHOLOGY, EXPERIMENTAL",2020,627.8,TRUE,TRUE,TRUE
0959-4752,10.1016/j.learninstruc.2016.02.002,Fredricks; Filsecker; Lawson,2016,"Student engagement, context, and adjustment: Addressing definitional, measurement, and methodological issues",Learning and Instruction,https://doi.org/10.1016/j.learninstruc.2016.02.002,412,49,"PSYCHOLOGY, EDUCATIONAL",2016,45.78,TRUE,TRUE,TRUE
0951-5089,10.1080/09515089.2022.2156333,Kidd; Spencer; Carel,2025,Epistemic injustice in psychiatric research and practice,Philosophical Psychology,https://doi.org/10.1080/09515089.2022.2156333,38,528,"PSYCHOLOGY, MULTIDISCIPLINARY",2024,38,TRUE,TRUE,TRUE
2076-328X,10.3390/bs5040565,Drescher,2015,Out of DSM: Depathologizing Homosexuality,Behavioral Sciences,https://doi.org/10.3390/bs5040565,375,251,"PSYCHOLOGY, MULTIDISCIPLINARY",2015,37.5,TRUE,TRUE,TRUE
0033-2917,10.1017/s003329171400172x,Baxter; Brugha; Erskine; Scheurer; Vos; Scott,2015,The epidemiology and global burden of autism spectrum disorders,Psychological Medicine,https://doi.org/10.1017/s003329171400172x,744,26,PSYCHOLOGY,2015,74.4,TRUE,TRUE,TRUE
0013-9165,10.1177/0013916517738312,Wyles; White; Hattam; Pahl; King; Austen,2019,Are Some Natural Environments More Psychologically Beneficial Than Others? The Importance of Type and Quality on Connectedness to Nature and Psychological Restoration,Environment and Behavior,https://doi.org/10.1177/0013916517738312,194,38,"PSYCHOLOGY, MULTIDISCIPLINARY",2019,32.33,TRUE,TRUE,TRUE
0747-5632,10.1016/j.chb.2022.107289,Rauschnabel; Felix; Hinsch; Shahab; Alt,2022,What is XR? Towards a Framework for Augmented and Virtual Reality,Computers in Human Behavior,https://doi.org/10.1016/j.chb.2022.107289,376,12,"PSYCHOLOGY, EXPERIMENTAL",2022,125.33,TRUE,TRUE,TRUE
1650-6073,10.1080/16506073.2015.1098724,Veehof; Trompetter; Bohlmeijer; Schreurs,2016,Acceptance- and mindfulness-based interventions for the treatment of chronic pain: a meta-analytic review,Cognitive Behaviour Therapy,https://doi.org/10.1080/16506073.2015.1098724,544,63,"PSYCHOLOGY, CLINICAL",2016,60.44,TRUE,TRUE,TRUE
0146-1672,10.1177/01461672211023652,Pennycook; McPhetres; Bago; Rand,2022,"Beliefs About COVID-19 in Canada, the United Kingdom, and the United States: A Novel Test of Political Polarization and Motivated Reasoning",Personality and Social Psychology Bulletin,https://doi.org/10.1177/01461672211023652,111,120,"PSYCHOLOGY, SOCIAL",2022,37,TRUE,TRUE,TRUE
1939-1854,10.1037/a0038047,Bosco; Aguinis; Singh; Field; Pierce,2015,Correlational effect size benchmarks.,Journal of Applied Psychology,https://doi.org/10.1037/a0038047,496,7,"PSYCHOLOGY, APPLIED",2015,49.6,TRUE,TRUE,TRUE
1878-9293,10.1016/j.dcn.2018.03.001,Casey; Cannonier; Conley; Cohen; Barch; Heitzeg; Soules; Teslovich; Dellarco; Garavan; Orr; Wager; Banich; Speer; Sutherland; Riedel; Dick; Bjork; Thomas; Chaarani; Mejia; Hagler; Daniela Cornejo; Sicat; Harms; Dosenbach; Rosenberg; Earl; Bartsch; Watts; Polimeni; Kuperman; Fair; Dale,2018,The Adolescent Brain Cognitive Development (ABCD) study: Imaging acquisition across 21 sites,Developmental Cognitive Neuroscience,https://doi.org/10.1016/j.dcn.2018.03.001,1453,56,"PSYCHOLOGY, DEVELOPMENTAL",2018,207.57,TRUE,TRUE,TRUE
0033-2917,10.1017/s0033291716003317,Crane; Brewer; Feldman; Kabat-Zinn; Santorelli; Williams; Kuyken,2017,What defines mindfulness-based programs? The warp and the weft,Psychological Medicine,https://doi.org/10.1017/s0033291716003317,523,26,PSYCHOLOGY,2017,65.38,TRUE,TRUE,TRUE
0747-5632,10.1016/j.chb.2018.05.004,Sedrakyan; Malmberg; Verbert; Järvelä; Kirschner,2020,Linking learning behavior analytics and learning science concepts: Designing a learning analytics dashboard for feedback to support learning regulation,Computers in Human Behavior,https://doi.org/10.1016/j.chb.2018.05.004,165,12,"PSYCHOLOGY, EXPERIMENTAL",2020,33,TRUE,TRUE,TRUE
1046-1310,10.1007/s12144-020-01177-2,Yıldırım; Arslan,2022,"Exploring the associations between resilience, dispositional hope, preventive behaviours, subjective well-being, and psychological health among adults during early stage of COVID-19",Current Psychology,https://doi.org/10.1007/s12144-020-01177-2,131,250,"PSYCHOLOGY, MULTIDISCIPLINARY",2022,43.67,TRUE,TRUE,TRUE
0267-3843,10.1080/02673843.2019.1568887,Alsubaie; Stain; Webster; Wadman,2019,The role of sources of social support on depression and quality of life for university students,International Journal of Adolescence and Youth,https://doi.org/10.1080/02673843.2019.1568887,258,421,"PSYCHOLOGY, DEVELOPMENTAL",2019,43,TRUE,TRUE,TRUE
0253-7176,10.1177/0253717620933992,Wilson; Raj; Rao; Ghiya; Nedungalaparambil; Mundra; Mathew,2020,"Prevalence and Predictors of Stress, anxiety, and Depression among Healthcare Workers Managing COVID-19 Pandemic in India: A Nationwide Observational Study",Indian Journal of Psychological Medicine,https://doi.org/10.1177/0253717620933992,165,428,PSYCHOLOGY,2020,33,TRUE,TRUE,TRUE
1046-1310,10.1007/s12144-021-01992-1,Aldabbas; Pinnington; Lahrech,2023,The influence of perceived organizational support on employee creativity: The mediating role of work engagement,Current Psychology,https://doi.org/10.1007/s12144-021-01992-1,63,250,"PSYCHOLOGY, MULTIDISCIPLINARY",2023,31.5,TRUE,TRUE,TRUE
0027-3171,10.1080/00273171.2019.1614898,Jones; Ma; McNally,2021,Bridge Centrality: A Network Approach to Understanding Comorbidity,Multivariate Behavioral Research,https://doi.org/10.1080/00273171.2019.1614898,609,34,"PSYCHOLOGY, EXPERIMENTAL",2021,152.25,TRUE,TRUE,TRUE
1385-4046,10.1080/13854046.2020.1722244,Guilmette; Sweet; Hebben; Koltai; Mahone; Spiegler; Stucky; Westerveld; NA,2020,American Academy of Clinical Neuropsychology consensus conference statement on uniform labeling of performance test scores,The Clinical Neuropsychologist,https://doi.org/10.1080/13854046.2020.1722244,230,165,PSYCHOLOGY,2020,46,TRUE,TRUE,TRUE
2397-3374,10.1038/s41562-017-0189-z,Benjamin; Berger; Johannesson; Nosek; Wagenmakers; Berk; Bollen; Brembs; Brown; Camerer; Cesarini; Chambers; Clyde; Cook; De Boeck; Dienes; Dreber; Easwaran; Efferson; Fehr; Fidler; Field; Forster; George; Gonzalez; Goodman; Green; Green; Greenwald; Hadfield; Hedges; Held; Hua Ho; Hoijtink; Hruschka; Imai; Imbens; Ioannidis; Jeon; Jones; Kirchler; Laibson; List; Little; Lupia; Machery; Maxwell; McCarthy; Moore; Morgan; Munafó; Nakagawa; Nyhan; Parker; Pericchi; Perugini; Rouder; Rousseau; Savalei; Schönbrodt; Sellke; Sinclair; Tingley; Van Zandt; Vazire; Watts; Winship; Wolpert; Xie; Young; Zinman; Johnson,2017,Redefine statistical significance,Nature Human Behaviour,https://doi.org/10.1038/s41562-017-0189-z,1712,1,"PSYCHOLOGY, EXPERIMENTAL",2017,214,TRUE,TRUE,TRUE
2578-1863,10.1002/hbe2.140,Lutz,2019,Digital inequalities in the age of artificial intelligence and big data,Human Behavior and Emerging Technologies,https://doi.org/10.1002/hbe2.140,182,61,"PSYCHOLOGY, MULTIDISCIPLINARY",2019,30.33,TRUE,TRUE,TRUE
2397-3374,10.1038/s41562-020-0911-0,Palayew; Norgaard; Safreed-Harmon; Andersen; Rasmussen; Lazarus,2020,Pandemic publishing poses a new COVID-19 challenge,Nature Human Behaviour,https://doi.org/10.1038/s41562-020-0911-0,194,1,"PSYCHOLOGY, EXPERIMENTAL",2020,38.8,TRUE,TRUE,TRUE
0090-4848,10.1002/hrm.22153,Lu; Zhang; Yang; Wang,2023,"Sustainable human resource management practices, employee resilience, and employee outcomes: Toward common good values",Human Resource Management,https://doi.org/10.1002/hrm.22153,101,25,"PSYCHOLOGY, APPLIED",2023,50.5,TRUE,TRUE,TRUE
0001-8791,10.1016/j.jvb.2015.09.001,Demerouti; Bakker; Gevers,2015,Job crafting and extra-role behavior: The role of work engagement and flourishing,Journal of Vocational Behavior,https://doi.org/10.1016/j.jvb.2015.09.001,324,35,"PSYCHOLOGY, APPLIED",2015,32.4,TRUE,TRUE,TRUE
1476-0835,10.1111/papt.12104,Kirby,2017,"Compassion interventions: The programmes, the evidence, and implications for research and practice","Psychology and Psychotherapy: Theory, Research and Practice",https://doi.org/10.1111/papt.12104,269,235,PSYCHOLOGY,2017,33.63,TRUE,TRUE,TRUE
1942-969X,10.1037/tra0000672,Fontanesi; Marchetti; Mazza; Di Giandomenico; Roma; Verrocchio,2020,The effect of the COVID-19 lockdown on parents: A call to adopt urgent measures.,"Psychological Trauma: Theory, Research, Practice, and Policy",https://doi.org/10.1037/tra0000672,266,204,"PSYCHOLOGY, CLINICAL",2020,53.2,TRUE,TRUE,TRUE
0261-927X,10.1177/0261927x20967028,Boyd; Schwartz,2021,"Natural Language Analysis and the Psychology of Verbal Behavior: The Past, Present, and Future States of the Field",Journal of Language and Social Psychology,https://doi.org/10.1177/0261927x20967028,153,405,"PSYCHOLOGY, SOCIAL",2021,38.25,TRUE,TRUE,TRUE
1939-1498,10.1037/pag0000070,McCarrey; An; Kitner-Triolo; Ferrucci; Resnick,2016,Sex differences in cognitive trajectories in clinically normal older adults.,Psychology and Aging,https://doi.org/10.1037/pag0000070,343,94,"PSYCHOLOGY, DEVELOPMENTAL",2016,38.11,TRUE,TRUE,TRUE
0144-6665,10.1111/bjso.12397,Biddlestone; Green; Douglas,2020,"Cultural orientation, power, belief in conspiracy theories, and intentions to reduce the spread of COVID‐19",British Journal of Social Psychology,https://doi.org/10.1111/bjso.12397,253,134,"PSYCHOLOGY, SOCIAL",2020,50.6,TRUE,TRUE,TRUE
1939-1463,10.1037/met0000503,Rosseel; Loh,2024,A structural after measurement approach to structural equation modeling.,Psychological Methods,https://doi.org/10.1037/met0000503,31,17,"PSYCHOLOGY, MULTIDISCIPLINARY",2024,31,TRUE,TRUE,TRUE
1091-4269,10.1002/da.23109,Kujawa; Green; Compas; Dickey; Pegg,2020,Exposure to COVID‐19 pandemic stress: Associations with depression and anxiety in emerging adults in the United States,Depression and Anxiety,https://doi.org/10.1002/da.23109,211,50,PSYCHOLOGY,2020,42.2,TRUE,TRUE,TRUE
2372-7322,10.1177/2372732216655542,Harackiewicz; Smith; Priniski,2016,Interest Matters,Policy Insights from the Behavioral and Brain Sciences,https://doi.org/10.1177/2372732216655542,353,111,"PSYCHOLOGY, MULTIDISCIPLINARY",2016,39.22,TRUE,TRUE,TRUE
1362-3613,10.1177/1362361318786721,Fletcher-Watson; Adams; Brook; Charman; Crane; Cusack; Leekam; Milton; Parr; Pellicano,2019,Making the future together: Shaping autism research through meaningful participation,Autism,https://doi.org/10.1177/1362361318786721,416,37,"PSYCHOLOGY, DEVELOPMENTAL",2019,69.33,TRUE,TRUE,TRUE
0009-3920,10.1111/cdev.13072,Sperry; Sperry; Miller,2019,Reexamining the Verbal Environments of Children From Different Socioeconomic Backgrounds,Child Development,https://doi.org/10.1111/cdev.13072,213,79,"PSYCHOLOGY, DEVELOPMENTAL",2019,35.5,TRUE,TRUE,TRUE
1878-9293,10.1016/j.dcn.2022.101067,Morales; Bowers,2022,Time-frequency analysis methods and their application in developmental EEG data,Developmental Cognitive Neuroscience,https://doi.org/10.1016/j.dcn.2022.101067,95,56,"PSYCHOLOGY, DEVELOPMENTAL",2022,31.67,TRUE,TRUE,TRUE
1939-2117,10.1037/ccp0000044,Fernandez; Salem; Swift; Ramtahal,2015,"Meta-analysis of dropout from cognitive behavioral therapy: Magnitude, timing, and moderators.",Journal of Consulting and Clinical Psychology,https://doi.org/10.1037/ccp0000044,332,58,"PSYCHOLOGY, CLINICAL",2015,33.2,TRUE,TRUE,TRUE
2167-7026,10.1177/2167702619858430,Mikolajczak; Gross; Roskam,2019,"Parental Burnout: What Is It, and Why Does It Matter?",Clinical Psychological Science,https://doi.org/10.1177/2167702619858430,254,47,PSYCHOLOGY,2019,42.33,TRUE,TRUE,TRUE
0742-6046,10.1002/mar.21640,Sarstedt; Hair; Pick; Liengaard; Radomir; Ringle,2022,Progress in partial least squares structural equation modeling use in marketing research in the last decade,Psychology &amp; Marketing,https://doi.org/10.1002/mar.21640,445,14,"PSYCHOLOGY, APPLIED",2022,148.33,TRUE,TRUE,TRUE
1664-1078,10.3389/fpsyg.2018.00539,Hallion; Steinman; Tolin; Diefenbach,2018,Psychometric Properties of the Difficulties in Emotion Regulation Scale (DERS) and Its Short Forms in Adults With Emotional Disorders,Frontiers in Psychology,https://doi.org/10.3389/fpsyg.2018.00539,244,228,"PSYCHOLOGY, MULTIDISCIPLINARY",2018,34.86,TRUE,TRUE,TRUE
0141-0423,10.1111/1467-9817.12269,Clinton,2019,Reading from paper compared to screens: A systematic review and meta‐analysis,Journal of Research in Reading,https://doi.org/10.1111/1467-9817.12269,213,406,"PSYCHOLOGY, EDUCATIONAL",2019,35.5,TRUE,TRUE,TRUE
2212-1447,10.1016/j.jcbs.2020.09.009,Gloster; Walder; Levin; Twohig; Karekla,2020,The empirical status of acceptance and commitment therapy: A review of meta-analyses,Journal of Contextual Behavioral Science,https://doi.org/10.1016/j.jcbs.2020.09.009,343,113,"PSYCHOLOGY, CLINICAL",2020,68.6,TRUE,TRUE,TRUE
1091-4269,10.1002/da.23077,Twenge; Joiner,2020,U.S. Census Bureau‐assessed prevalence of anxiety and depressive symptoms in 2019 and during the 2020 COVID‐19 pandemic,Depression and Anxiety,https://doi.org/10.1002/da.23077,321,50,PSYCHOLOGY,2020,64.2,TRUE,TRUE,TRUE
1664-1078,10.3389/fpsyg.2021.663799,Pancani; Marinucci; Aureli; Riva,2021,"Forced Social Isolation and Mental Health: A Study on 1,006 Italians Under COVID-19 Lockdown",Frontiers in Psychology,https://doi.org/10.3389/fpsyg.2021.663799,176,228,"PSYCHOLOGY, MULTIDISCIPLINARY",2021,44,TRUE,TRUE,TRUE
1385-4046,10.1080/13854046.2021.1896036,Sweet; Heilbronner; Morgan; Larrabee; Rohling; Boone; Kirkwood; Schroeder; Suhr; NA,2021,"American Academy of Clinical Neuropsychology (AACN) 2021 consensus statement on validity assessment: Update of the 2009 AACN consensus conference statement on neuropsychological assessment of effort, response bias, and malingering",The Clinical Neuropsychologist,https://doi.org/10.1080/13854046.2021.1896036,249,165,PSYCHOLOGY,2021,62.25,TRUE,TRUE,TRUE
1948-5506,10.1177/1948550618757600,Humberg; Nestler; Back,2019,Response Surface Analysis in Personality and Social Psychology: Checklist and Clarifications for the Case of Congruence Hypotheses,Social Psychological and Personality Science,https://doi.org/10.1177/1948550618757600,198,62,"PSYCHOLOGY, SOCIAL",2019,33,TRUE,TRUE,TRUE
0033-2917,10.1017/s003329172000224x,Allington; Duffy; Wessely; Dhavan; Rubin,2021,"Health-protective behaviour, social media usage and conspiracy belief during the COVID-19 public health emergency",Psychological Medicine,https://doi.org/10.1017/s003329172000224x,523,26,PSYCHOLOGY,2021,130.75,TRUE,TRUE,TRUE
2515-2459,10.1177/25152459221095827,Rohrer; Hünermund; Arslan; Elson,2022,That’s a Lot to Process! Pitfalls of Popular Path Models,Advances in Methods and Practices in Psychological Science,https://doi.org/10.1177/25152459221095827,114,3,PSYCHOLOGY,2022,38,TRUE,TRUE,TRUE
0305-0009,10.1017/s0305000916000209,FRANK; BRAGINSKY; YUROVSKY; MARCHMAN,2017,Wordbank: an open repository for developmental vocabulary data,Journal of Child Language,https://doi.org/10.1017/s0305000916000209,349,462,"PSYCHOLOGY, DEVELOPMENTAL",2017,43.63,TRUE,TRUE,TRUE
1948-5506,10.1177/1948550619896491,Imhoff; Dieterle; Lamberty,2021,Resolving the Puzzle of Conspiracy Worldview and Political Activism: Belief in Secret Plots Decreases Normative but Increases Nonnormative Political Engagement,Social Psychological and Personality Science,https://doi.org/10.1177/1948550619896491,132,62,"PSYCHOLOGY, SOCIAL",2021,33,TRUE,TRUE,TRUE
1359-107X,10.1111/bjhp.12450,Lades; Laffan; Daly; Delaney,2020,Daily emotional well‐being during the COVID‐19 pandemic,British Journal of Health Psychology,https://doi.org/10.1111/bjhp.12450,275,104,"PSYCHOLOGY, CLINICAL",2020,55,TRUE,TRUE,TRUE
1041-6102,10.1017/s1041610216001654,Toot; Swinson; Devine; Challis; Orrell,2017,Causes of nursing home placement for older people with dementia: a systematic review and meta-analysis,International Psychogeriatrics,https://doi.org/10.1017/s1041610216001654,278,57,PSYCHOLOGY,2017,34.75,TRUE,TRUE,TRUE
1054-139X,10.1016/j.jadohealth.2019.11.314,Price-Feeney; Green; Dorison,2020,Understanding the Mental Health of Transgender and Nonbinary Youth,Journal of Adolescent Health,https://doi.org/10.1016/j.jadohealth.2019.11.314,153,30,"PSYCHOLOGY, DEVELOPMENTAL",2020,30.6,TRUE,TRUE,TRUE
0033-2917,10.1017/s0033291721002245,Kiekens; Hasking; Bruffaerts; Alonso; Auerbach; Bantjes; Benjet; Boyes; Chiu; Claes; Cuijpers; Ebert; Mak; Mortier; O'Neill; Sampson; Stein; Vilagut; Nock; Kessler,2023,Non-suicidal self-injury among first-year college students and its association with mental disorders: results from the World Mental Health International College Student (WMH-ICS) initiative,Psychological Medicine,https://doi.org/10.1017/s0033291721002245,67,26,PSYCHOLOGY,2023,33.5,TRUE,TRUE,TRUE
1662-5161,10.3389/fnhum.2016.00245,Kasten; Dowsett; Herrmann,2016,Sustained Aftereffect of α-tACS Lasts Up to 70 min after Stimulation,Frontiers in Human Neuroscience,https://doi.org/10.3389/fnhum.2016.00245,292,282,PSYCHOLOGY,2016,32.44,TRUE,TRUE,TRUE
0747-5632,10.1016/j.chb.2017.11.034,Jang; Kim,2018,Third person effects of fake news: Fake news regulation and media literacy interventions,Computers in Human Behavior,https://doi.org/10.1016/j.chb.2017.11.034,238,12,"PSYCHOLOGY, EXPERIMENTAL",2018,34,TRUE,TRUE,TRUE
2397-3374,10.1038/s41562-018-0399-z,Camerer; Dreber; Holzmeister; Ho; Huber; Johannesson; Kirchler; Nave; Nosek; Pfeiffer; Altmejd; Buttrick; Chan; Chen; Forsell; Gampa; Heikensten; Hummer; Imai; Isaksson; Manfredi; Rose; Wagenmakers; Wu,2018,Evaluating the replicability of social science experiments in Nature and Science between 2010 and 2015,Nature Human Behaviour,https://doi.org/10.1038/s41562-018-0399-z,925,1,"PSYCHOLOGY, EXPERIMENTAL",2018,132.14,TRUE,TRUE,TRUE
1091-4269,10.1002/da.22842,Morres; Hatzigeorgiadis; Stathi; Comoutos; Arpin-Cribbie; Krommidas; Theodorakis,2019,Aerobic exercise for adult patients with major depressive disorder in mental health services: A systematic review and meta-analysis,Depression and Anxiety,https://doi.org/10.1002/da.22842,246,50,PSYCHOLOGY,2019,41,TRUE,TRUE,TRUE
0165-0254,10.1177/0165025414552301,Maslowsky; Jager; Hemken,2015,Estimating and interpreting latent variable interactions,International Journal of Behavioral Development,https://doi.org/10.1177/0165025414552301,413,269,"PSYCHOLOGY, DEVELOPMENTAL",2015,41.3,TRUE,TRUE,TRUE
0033-2917,10.1017/s0033291716001732,Firth; Rosenbaum; Stubbs; Gorczynski; Yung; Vancampfort,2016,Motivating factors and barriers towards exercise in severe mental illness: a systematic review and meta-analysis,Psychological Medicine,https://doi.org/10.1017/s0033291716001732,379,26,PSYCHOLOGY,2016,42.11,TRUE,TRUE,TRUE
2451-9588,10.1016/j.chbr.2021.100130,Lemay; Bazelais; Doleck,2021,Transition to online learning during the COVID-19 pandemic,Computers in Human Behavior Reports,https://doi.org/10.1016/j.chbr.2021.100130,173,42,"PSYCHOLOGY, EXPERIMENTAL",2021,43.25,TRUE,TRUE,TRUE
2578-4226,10.1037/spq0000468,Pressley; Ha; Learn,2021,Teacher stress and anxiety during COVID-19: An empirical study.,School Psychology,https://doi.org/10.1037/spq0000468,132,82,"PSYCHOLOGY, EDUCATIONAL",2021,33,TRUE,TRUE,TRUE
1554-3528,10.3758/s13428-016-0809-y,Luke,2017,Evaluating significance in linear mixed-effects models in R,Behavior Research Methods,https://doi.org/10.3758/s13428-016-0809-y,1211,55,"PSYCHOLOGY, EXPERIMENTAL",2017,151.38,TRUE,TRUE,TRUE
2397-3374,10.1038/s41562-017-0213-3,Crockett,2017,Moral outrage in the digital age,Nature Human Behaviour,https://doi.org/10.1038/s41562-017-0213-3,271,1,"PSYCHOLOGY, EXPERIMENTAL",2017,33.88,TRUE,TRUE,TRUE
0149-2063,10.1177/0149206314547386,Kim; Kim; Han; Jackson; Ployhart,2017,"Multilevel Influences on Voluntary Workplace Green Behavior: Individual Differences, Leader Behavior, and Coworker Advocacy",Journal of Management,https://doi.org/10.1177/0149206314547386,339,9,"PSYCHOLOGY, APPLIED",2017,42.38,TRUE,TRUE,TRUE
1046-1310,10.1007/s12144-021-01412-4,Naz; Jamshed; Nisar; Nasir,2023,"Green HRM, psychological green climate and pro-environmental behaviors: An efficacious drive towards environmental performance in China",Current Psychology,https://doi.org/10.1007/s12144-021-01412-4,89,250,"PSYCHOLOGY, MULTIDISCIPLINARY",2023,44.5,TRUE,TRUE,TRUE
1079-5014,10.1093/geronb/gbaa096,Klaiber; Wen; DeLongis; Sin,2021,"The Ups and Downs of Daily Life During COVID-19: Age Differences in Affect, Stress, and Positive Events",The Journals of Gerontology: Series B,https://doi.org/10.1093/geronb/gbaa096,198,46,PSYCHOLOGY,2021,49.5,TRUE,TRUE,TRUE
0042-6989,10.1016/j.visres.2016.02.002,Schütt; Harmeling; Macke; Wichmann,2016,Painfree and accurate Bayesian estimation of psychometric functions for (potentially) overdispersed data,Vision Research,https://doi.org/10.1016/j.visres.2016.02.002,320,510,PSYCHOLOGY,2016,35.56,TRUE,TRUE,TRUE
0145-2134,10.1016/j.chiabu.2020.104709,Lawson; Piel; Simon,2020,Child Maltreatment during the COVID-19 Pandemic: Consequences of Parental Job Loss on Psychological and Physical Abuse Towards Children,Child Abuse &amp; Neglect,https://doi.org/10.1016/j.chiabu.2020.104709,285,110,"PSYCHOLOGY, SOCIAL",2020,57,TRUE,TRUE,TRUE
1930-2975,10.1017/s1930297500006999,Pennycook; Allan Cheyne; Barr; Koehler; Fugelsang,2015,On the reception and detection of pseudo-profound bullshit,Judgment and Decision Making,https://doi.org/10.1017/s1930297500006999,317,366,"PSYCHOLOGY, MULTIDISCIPLINARY",2015,31.7,TRUE,TRUE,TRUE
1878-9293,10.1016/j.dcn.2015.11.005,Diamond; Ling,2016,"Conclusions about interventions, programs, and approaches for improving executive functions that appear justified and those that, despite much hype, do not",Developmental Cognitive Neuroscience,https://doi.org/10.1016/j.dcn.2015.11.005,696,56,"PSYCHOLOGY, DEVELOPMENTAL",2016,77.33,TRUE,TRUE,TRUE
