ISSN,journal,DOI,year,citations,impact_factor_rank,category
1943-3921,"Attention, Perception, &amp; Psychophysics",10.3758/s13414-020-02213-w,2021,4,470,PSYCHOLOGY
1943-3921,"Attention, Perception, &amp; Psychophysics",10.3758/s13414-020-02228-3,2021,22,470,PSYCHOLOGY
2578-1863,Human Behavior and Emerging Technologies,10.1002/hbe2.246,2021,51,61,"PSYCHOLOGY, MULTIDISCIPLINARY"
2578-1863,Human Behavior and Emerging Technologies,10.1002/hbe2.247,2021,10,61,"PSYCHOLOGY, MULTIDISCIPLINARY"
0882-2689,Journal of Psychopathology and Behavioral Assessment,10.1007/s10862-020-09856-x,2021,1,558,"PSYCHOLOGY, CLINICAL"
1046-1310,Current Psychology,10.1007/s12144-020-01236-8,2022,3,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1046-1310,Current Psychology,10.1007/s12144-020-01241-x,2022,2,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1046-1310,Current Psychology,10.1007/s12144-020-01272-4,2022,3,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1998-1929,Behavior Analysis in Practice,10.1007/s40617-020-00526-8,2021,3,355,"PSYCHOLOGY, CLINICAL"
1088-8691,Applied Developmental Science,10.1080/10888691.2020.1861945,2022,5,464,"PSYCHOLOGY, DEVELOPMENTAL"
1381-1118,Archives of Suicide Research,10.1080/13811118.2020.1848669,2022,0,259,"PSYCHOLOGY, MULTIDISCIPLINARY"
0009-3920,Child Development,10.1111/cdev.13487,2021,34,79,"PSYCHOLOGY, DEVELOPMENTAL"
2397-0022,German Journal of Human Resource Management: Zeitschrift für Personalforschung,10.1177/2397002216684119,2017,0,126,"PSYCHOLOGY, APPLIED"
1664-1078,Frontiers in Psychology,10.3389/fpsyg.2020.567397,2021,14,228,"PSYCHOLOGY, MULTIDISCIPLINARY"
1664-1078,Frontiers in Psychology,10.3389/fpsyg.2020.571891,2021,0,228,"PSYCHOLOGY, MULTIDISCIPLINARY"
1664-1078,Frontiers in Psychology,10.3389/fpsyg.2020.607577,2021,11,228,"PSYCHOLOGY, MULTIDISCIPLINARY"
1943-3921,"Attention, Perception, &amp; Psychophysics",10.3758/s13414-020-02216-7,2021,4,470,PSYCHOLOGY
1554-3528,Behavior Research Methods,10.3758/s13428-020-01500-6,2021,104,55,"PSYCHOLOGY, EXPERIMENTAL"
0276-3478,International Journal of Eating Disorders,10.1002/eat.23465,2021,7,51,PSYCHOLOGY
0256-2928,European Journal of Psychology of Education,10.1007/s10212-020-00521-1,2022,9,207,"PSYCHOLOGY, EDUCATIONAL"
1612-4782,Cognitive Processing,10.1007/s10339-020-01007-0,2021,0,478,"PSYCHOLOGY, EXPERIMENTAL"
0009-398X,Child Psychiatry &amp; Human Development,10.1007/s10578-020-01107-0,2022,40,293,"PSYCHOLOGY, DEVELOPMENTAL"
0009-398X,Child Psychiatry &amp; Human Development,10.1007/s10578-020-01109-y,2021,34,293,"PSYCHOLOGY, DEVELOPMENTAL"
1062-1024,Journal of Child and Family Studies,10.1007/s10826-020-01869-0,2021,16,487,"PSYCHOLOGY, DEVELOPMENTAL"
0882-2689,Journal of Psychopathology and Behavioral Assessment,10.1007/s10862-020-09857-w,2021,0,558,"PSYCHOLOGY, CLINICAL"
1998-1929,Behavior Analysis in Practice,10.1007/s40617-020-00508-w,2021,8,355,"PSYCHOLOGY, CLINICAL"
0092-623X,Journal of Sex &amp; Marital Therapy,10.1080/0092623x.2020.1869124,2021,3,336,"PSYCHOLOGY, CLINICAL"
0954-0121,AIDS Care,10.1080/09540121.2020.1867307,2021,3,575,"PSYCHOLOGY, MULTIDISCIPLINARY"
1943-3921,"Attention, Perception, &amp; Psychophysics",10.3758/s13414-020-02221-w,2021,1,470,PSYCHOLOGY
2578-1863,Human Behavior and Emerging Technologies,10.1002/hbe2.248,2021,10,61,"PSYCHOLOGY, MULTIDISCIPLINARY"
1057-9249,Psycho-Oncology,10.1002/pon.v29.12,2020,3,130,PSYCHOLOGY
1612-4782,Cognitive Processing,10.1007/s10339-020-01008-z,2021,6,478,"PSYCHOLOGY, EXPERIMENTAL"
1612-4782,Cognitive Processing,10.1007/s10339-020-01009-y,2021,1,478,"PSYCHOLOGY, EXPERIMENTAL"
2730-7166,Research on Child and Adolescent Psychopathology,10.1007/s10802-020-00744-2,2021,5,181,"PSYCHOLOGY, CLINICAL"
2730-7166,Research on Child and Adolescent Psychopathology,10.1007/s10802-020-00750-4,2021,9,181,"PSYCHOLOGY, CLINICAL"
1046-1310,Current Psychology,10.1007/s12144-020-01227-9,2022,1,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1046-1310,Current Psychology,10.1007/s12144-020-01230-0,2022,8,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1046-1310,Current Psychology,10.1007/s12144-020-01245-7,2022,2,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1046-1310,Current Psychology,10.1007/s12144-020-01250-w,2022,15,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1046-1310,Current Psychology,10.1007/s12144-020-01273-3,2022,4,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
0010-9452,Cortex,10.1016/j.cortex.2020.12.009,2021,4,125,"PSYCHOLOGY, EXPERIMENTAL"
1064-0266,Eating Disorders,10.1080/10640266.2020.1864587,2021,5,171,PSYCHOLOGY
1350-6285,Visual Cognition,10.1080/13506285.2020.1866726,2021,15,468,"PSYCHOLOGY, EXPERIMENTAL"
1357-650X,Laterality,10.1080/1357650x.2020.1866595,2021,1,647,"PSYCHOLOGY, EXPERIMENTAL"
1382-5585,"Aging, Neuropsychology, and Cognition",10.1080/13825585.2020.1859082,2022,10,493,"PSYCHOLOGY, DEVELOPMENTAL"
0141-0423,Journal of Research in Reading,10.1111/1467-9817.12346,2021,5,406,"PSYCHOLOGY, EDUCATIONAL"
1367-2223,Asian Journal of Social Psychology,10.1111/ajsp.12455,2022,27,403,"PSYCHOLOGY, SOCIAL"
0009-3920,Child Development,10.1111/cdev.13512,2021,6,79,"PSYCHOLOGY, DEVELOPMENTAL"
1662-5161,Frontiers in Human Neuroscience,10.3389/fnhum.2020.597694,2021,17,282,PSYCHOLOGY
1664-1078,Frontiers in Psychology,10.3389/fpsyg.2020.588089,2021,4,228,"PSYCHOLOGY, MULTIDISCIPLINARY"
1543-4494,Learning &amp; Behavior,10.3758/s13420-020-00453-2,2021,9,368,"PSYCHOLOGY, BIOLOGICAL"
1554-3528,Behavior Research Methods,10.3758/s13428-020-01510-4,2021,17,55,"PSYCHOLOGY, EXPERIMENTAL"
1057-9249,Psycho-Oncology,10.1002/pon.5538,2020,14,130,PSYCHOLOGY
1612-4782,Cognitive Processing,10.1007/s10339-020-01010-5,2021,3,478,"PSYCHOLOGY, EXPERIMENTAL"
2730-7166,Research on Child and Adolescent Psychopathology,10.1007/s10802-020-00727-3,2021,10,181,"PSYCHOLOGY, CLINICAL"
2730-7166,Research on Child and Adolescent Psychopathology,10.1007/s10802-020-00752-2,2021,9,181,"PSYCHOLOGY, CLINICAL"
1046-1310,Current Psychology,10.1007/s12144-020-01213-1,2022,7,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1046-1310,Current Psychology,10.1007/s12144-020-01244-8,2022,61,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1046-1310,Current Psychology,10.1007/s12144-020-01247-5,2022,0,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1046-1310,Current Psychology,10.1007/s12144-020-01251-9,2022,16,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1866-2625,School Mental Health,10.1007/s12310-020-09405-7,2021,5,252,"PSYCHOLOGY, DEVELOPMENTAL"
2198-9885,Evolutionary Psychological Science,10.1007/s40806-020-00272-8,2021,1,537,"PSYCHOLOGY, MULTIDISCIPLINARY"
0141-0423,Journal of Research in Reading,10.1111/1467-9817.12349,2021,4,406,"PSYCHOLOGY, EDUCATIONAL"
0009-3920,Child Development,10.1111/cdev.13488,2021,11,79,"PSYCHOLOGY, DEVELOPMENTAL"
0048-5772,Psychophysiology,10.1111/psyp.13761,2021,6,180,PSYCHOLOGY
2397-0022,German Journal of Human Resource Management: Zeitschrift für Personalforschung,10.1177/2397002216676049,2017,0,126,"PSYCHOLOGY, APPLIED"
2050-2974,Journal of Eating Disorders,10.1186/s40337-020-00354-9,2021,12,108,"PSYCHOLOGY, CLINICAL"
2050-2974,Journal of Eating Disorders,10.1186/s40337-020-00355-8,2021,7,108,"PSYCHOLOGY, CLINICAL"
2050-2974,Journal of Eating Disorders,10.1186/s40337-020-00358-5,2021,16,108,"PSYCHOLOGY, CLINICAL"
2050-2974,Journal of Eating Disorders,10.1186/s40337-020-00359-4,2021,13,108,"PSYCHOLOGY, CLINICAL"
2050-7283,BMC Psychology,10.1186/s40359-020-00507-0,2021,8,208,"PSYCHOLOGY, MULTIDISCIPLINARY"
1664-1078,Frontiers in Psychology,10.3389/fpsyg.2020.616169,2021,52,228,"PSYCHOLOGY, MULTIDISCIPLINARY"
1091-4269,Depression and Anxiety,10.1002/da.23046,2021,0,50,PSYCHOLOGY
0012-1630,Developmental Psychobiology,10.1002/dev.22082,2021,3,425,PSYCHOLOGY
0033-2917,Psychological Medicine,10.1017/s0033291720004869,2022,4,26,PSYCHOLOGY
0887-0446,Psychology &amp; Health,10.1080/08870446.2020.1869741,2022,22,276,"PSYCHOLOGY, MULTIDISCIPLINARY"
1053-8712,Journal of Child Sexual Abuse,10.1080/10538712.2020.1869878,2021,15,535,"PSYCHOLOGY, CLINICAL"
1359-107X,British Journal of Health Psychology,10.1111/bjhp.12501,2021,16,104,"PSYCHOLOGY, CLINICAL"
0014-7370,Family Process,10.1111/famp.12623,2021,5,226,"PSYCHOLOGY, CLINICAL"
2050-2974,Journal of Eating Disorders,10.1186/s40337-020-00357-6,2021,15,108,"PSYCHOLOGY, CLINICAL"
2050-2974,Journal of Eating Disorders,10.1186/s40337-020-00360-x,2021,5,108,"PSYCHOLOGY, CLINICAL"
2050-7283,BMC Psychology,10.1186/s40359-020-00508-z,2021,58,208,"PSYCHOLOGY, MULTIDISCIPLINARY"
1664-1078,Frontiers in Psychology,10.3389/fpsyg.2020.553449,2021,4,228,"PSYCHOLOGY, MULTIDISCIPLINARY"
1664-1078,Frontiers in Psychology,10.3389/fpsyg.2020.633265,2021,62,228,"PSYCHOLOGY, MULTIDISCIPLINARY"
2730-7166,Research on Child and Adolescent Psychopathology,10.1007/s10802-020-00724-6,2021,24,181,"PSYCHOLOGY, CLINICAL"
1046-1310,Current Psychology,10.1007/s12144-020-01223-z,2022,3,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1046-1310,Current Psychology,10.1007/s12144-020-01225-x,2022,0,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1046-1310,Current Psychology,10.1007/s12144-020-01226-w,2022,20,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1046-1310,Current Psychology,10.1007/s12144-020-01233-x,2022,0,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1046-1310,Current Psychology,10.1007/s12144-020-01239-5,2022,2,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1046-1310,Current Psychology,10.1007/s12144-020-01240-y,2022,0,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1868-8527,Mindfulness,10.1007/s12671-020-01584-3,2021,13,156,"PSYCHOLOGY, CLINICAL"
0009-3920,Child Development,10.1111/cdev.13494,2021,9,79,"PSYCHOLOGY, DEVELOPMENTAL"
0021-9630,Journal of Child Psychology and Psychiatry,10.1111/jcpp.13320,2021,4,19,PSYCHOLOGY
2050-2974,Journal of Eating Disorders,10.1186/s40337-020-00361-w,2021,5,108,"PSYCHOLOGY, CLINICAL"
1557-1874,International Journal of Mental Health and Addiction,10.1007/s11469-020-00428-4,2022,32,131,"PSYCHOLOGY, CLINICAL"
0033-2933,The Psychological Record,10.1007/s40732-020-00453-8,2021,3,629,"PSYCHOLOGY, MULTIDISCIPLINARY"
2198-9885,Evolutionary Psychological Science,10.1007/s40806-020-00271-9,2021,1,537,"PSYCHOLOGY, MULTIDISCIPLINARY"
0268-1064,Mind &amp; Language,10.1111/mila.12351,2022,0,436,"PSYCHOLOGY, EXPERIMENTAL"
0036-5564,Scandinavian Journal of Psychology,10.1111/sjop.12691,2021,8,372,"PSYCHOLOGY, MULTIDISCIPLINARY"
0018-716X,Human Development,10.1159/000512192,2020,3,60,"PSYCHOLOGY, DEVELOPMENTAL"
2050-7283,BMC Psychology,10.1186/s40359-020-00498-y,2021,15,208,"PSYCHOLOGY, MULTIDISCIPLINARY"
2050-7283,BMC Psychology,10.1186/s40359-020-00505-2,2021,4,208,"PSYCHOLOGY, MULTIDISCIPLINARY"
1943-3921,"Attention, Perception, &amp; Psychophysics",10.3758/s13414-020-02215-8,2021,0,470,PSYCHOLOGY
1062-1024,Journal of Child and Family Studies,10.1007/s10826-020-01873-4,2021,10,487,"PSYCHOLOGY, DEVELOPMENTAL"
1557-1874,International Journal of Mental Health and Addiction,10.1007/s11469-020-00467-x,2022,13,131,"PSYCHOLOGY, CLINICAL"
1046-1310,Current Psychology,10.1007/s12144-020-01311-0,2022,2,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1046-1310,Current Psychology,10.1007/s12144-020-01321-y,2022,2,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1868-8527,Mindfulness,10.1007/s12671-020-01591-4,2021,13,156,"PSYCHOLOGY, CLINICAL"
0010-9452,Cortex,10.1016/j.cortex.2020.12.005,2021,12,125,"PSYCHOLOGY, EXPERIMENTAL"
0899-5605,Military Psychology,10.1080/08995605.2020.1838876,2021,0,607,"PSYCHOLOGY, MULTIDISCIPLINARY"
1943-3921,"Attention, Perception, &amp; Psychophysics",10.3758/s13414-020-02214-9,2021,3,470,PSYCHOLOGY
0009-398X,Child Psychiatry &amp; Human Development,10.1007/s10578-020-01116-z,2022,5,293,"PSYCHOLOGY, DEVELOPMENTAL"
1062-1024,Journal of Child and Family Studies,10.1007/s10826-020-01870-7,2021,5,487,"PSYCHOLOGY, DEVELOPMENTAL"
0360-0025,Sex Roles,10.1007/s11199-020-01209-y,2021,19,164,"PSYCHOLOGY, DEVELOPMENTAL"
0360-0025,Sex Roles,10.1007/s11199-020-01215-0,2021,16,164,"PSYCHOLOGY, DEVELOPMENTAL"
1381-2890,Social Psychology of Education,10.1007/s11218-020-09577-9,2021,14,138,"PSYCHOLOGY, EDUCATIONAL"
1046-1310,Current Psychology,10.1007/s12144-020-01271-5,2022,3,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
0005-7894,Behavior Therapy,10.1016/j.beth.2020.12.005,2021,9,115,"PSYCHOLOGY, CLINICAL"
0010-7530,Contemporary Psychoanalysis,10.1080/00107530.2020.1856677,2020,1,395,"PSYCHOLOGY, PSYCHOANALYSIS"
0010-7530,Contemporary Psychoanalysis,10.1080/00107530.2020.1857204,2020,0,395,"PSYCHOLOGY, PSYCHOANALYSIS"
0022-1309,The Journal of General Psychology,10.1080/00221309.2020.1867495,2022,0,365,"PSYCHOLOGY, MULTIDISCIPLINARY"
0091-8369,Journal of Homosexuality,10.1080/00918369.2020.1868184,2021,129,268,"PSYCHOLOGY, MULTIDISCIPLINARY"
1040-0419,Creativity Research Journal,10.1080/10400419.2020.1864164,2021,8,253,"PSYCHOLOGY, EDUCATIONAL"
1072-0537,Journal of Constructivist Psychology,10.1080/10720537.2020.1865221,2022,4,640,"PSYCHOLOGY, CLINICAL"
2327-9095,Applied Neuropsychology: Adult,10.1080/23279095.2020.1864374,2022,13,542,PSYCHOLOGY
2573-9581,Autism in Adulthood,10.1089/aut.2020.0046,2021,13,6,"PSYCHOLOGY, DEVELOPMENTAL"
0895-2779,Journal of Sport &amp; Exercise Psychology,10.1123/jsep.2019-0295,2021,8,357,PSYCHOLOGY
2397-0022,German Journal of Human Resource Management: Zeitschrift für Personalforschung,10.1177/2397002216686736,2017,1,126,"PSYCHOLOGY, APPLIED"
2397-0022,German Journal of Human Resource Management: Zeitschrift für Personalforschung,10.1177/2397002217706677,2017,0,126,"PSYCHOLOGY, APPLIED"
1664-1078,Frontiers in Psychology,10.3389/fpsyg.2020.558466,2021,46,228,"PSYCHOLOGY, MULTIDISCIPLINARY"
2079-3200,Journal of Intelligence,10.3390/jintelligence9010002,2021,6,196,"PSYCHOLOGY, MULTIDISCIPLINARY"
1943-3921,"Attention, Perception, &amp; Psychophysics",10.3758/s13414-020-02197-7,2021,2,470,PSYCHOLOGY
1939-3792,Autism Research,10.1002/aur.2459,2021,8,32,"PSYCHOLOGY, DEVELOPMENTAL"
1868-8527,Mindfulness,10.1007/s12671-020-01570-9,2021,31,156,"PSYCHOLOGY, CLINICAL"
0010-7530,Contemporary Psychoanalysis,10.1080/00107530.2020.1858014,2020,1,395,"PSYCHOLOGY, PSYCHOANALYSIS"
0010-7530,Contemporary Psychoanalysis,10.1080/00107530.2020.1858669,2020,1,395,"PSYCHOLOGY, PSYCHOANALYSIS"
0960-2011,Neuropsychological Rehabilitation,10.1080/09602011.2020.1866620,2022,6,469,PSYCHOLOGY
1040-0419,Creativity Research Journal,10.1080/10400419.2020.1856579,2021,1,253,"PSYCHOLOGY, EDUCATIONAL"
1179-1578,Psychology Research and Behavior Management,10.2147/prbm.s287467,2021,3,194,"PSYCHOLOGY, CLINICAL"
1664-1078,Frontiers in Psychology,10.3389/fpsyg.2020.567379,2021,107,228,"PSYCHOLOGY, MULTIDISCIPLINARY"
1664-1078,Frontiers in Psychology,10.3389/fpsyg.2020.593322,2021,7,228,"PSYCHOLOGY, MULTIDISCIPLINARY"
2730-7166,Research on Child and Adolescent Psychopathology,10.1007/s10802-020-00748-y,2021,65,181,"PSYCHOLOGY, CLINICAL"
0882-2689,Journal of Psychopathology and Behavioral Assessment,10.1007/s10862-020-09840-5,2021,5,558,"PSYCHOLOGY, CLINICAL"
0090-6905,Journal of Psycholinguistic Research,10.1007/s10936-020-09752-1,2021,175,481,"PSYCHOLOGY, EXPERIMENTAL"
1557-1874,International Journal of Mental Health and Addiction,10.1007/s11469-020-00476-w,2022,6,131,"PSYCHOLOGY, CLINICAL"
2522-5790,Human Arenas,10.1007/s42087-020-00153-3,2022,2,596,"PSYCHOLOGY, MULTIDISCIPLINARY"
0022-4545,The Journal of Social Psychology,10.1080/00224545.2020.1867040,2021,2,450,"PSYCHOLOGY, SOCIAL"
0027-3171,Multivariate Behavioral Research,10.1080/00273171.2020.1858018,2022,1,34,"PSYCHOLOGY, EXPERIMENTAL"
0167-482X,Journal of Psychosomatic Obstetrics &amp; Gynecology,10.1080/0167482x.2020.1865909,2022,3,342,"PSYCHOLOGY, CLINICAL"
0899-5605,Military Psychology,10.1080/08995605.2020.1842640,2021,5,607,"PSYCHOLOGY, MULTIDISCIPLINARY"
1355-4794,Neurocase,10.1080/13554794.2020.1871491,2021,3,698,PSYCHOLOGY
1550-4263,Journal of Dual Diagnosis,10.1080/15504263.2021.1864137,2021,0,515,"PSYCHOLOGY, CLINICAL"
1941-1243,"Journal of Occupational Therapy, Schools, &amp; Early Intervention",10.1080/19411243.2020.1862727,2021,4,690,"PSYCHOLOGY, EDUCATIONAL"
2044-5911,Journal of Cognitive Psychology,10.1080/20445911.2020.1858840,2021,6,584,"PSYCHOLOGY, EXPERIMENTAL"
1664-1078,Frontiers in Psychology,10.3389/fpsyg.2020.513474,2021,51,228,"PSYCHOLOGY, MULTIDISCIPLINARY"
1664-1078,Frontiers in Psychology,10.3389/fpsyg.2020.600267,2021,7,228,"PSYCHOLOGY, MULTIDISCIPLINARY"
0882-2689,Journal of Psychopathology and Behavioral Assessment,10.1007/s10862-020-09853-0,2021,0,558,"PSYCHOLOGY, CLINICAL"
1046-1310,Current Psychology,10.1007/s12144-020-01322-x,2022,22,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
0163-853X,Discourse Processes,10.1080/0163853x.2020.1847581,2021,5,347,"PSYCHOLOGY, EDUCATIONAL"
0887-0446,Psychology &amp; Health,10.1080/08870446.2020.1866183,2022,6,276,"PSYCHOLOGY, MULTIDISCIPLINARY"
0887-0446,Psychology &amp; Health,10.1080/08870446.2020.1867727,2022,7,276,"PSYCHOLOGY, MULTIDISCIPLINARY"
1359-107X,British Journal of Health Psychology,10.1111/bjhp.12505,2021,13,104,"PSYCHOLOGY, CLINICAL"
1875-7235,GEDRAG &amp; ORGANISATIE REVIEW,10.37896/gor33.04,2020,0,777,"PSYCHOLOGY, APPLIED"
0012-1630,Developmental Psychobiology,10.1002/dev.22081,2021,6,425,PSYCHOLOGY
1056-263X,Journal of Developmental and Physical Disabilities,10.1007/s10882-020-09782-6,2021,1,505,"PSYCHOLOGY, DEVELOPMENTAL"
1868-8527,Mindfulness,10.1007/s12671-020-01571-8,2021,17,156,"PSYCHOLOGY, CLINICAL"
0005-7916,Journal of Behavior Therapy and Experimental Psychiatry,10.1016/j.jbtep.2021.101636,2021,1,474,"PSYCHOLOGY, CLINICAL"
1866-9808,Language and Cognition,10.1017/langcog.2020.36,2021,0,589,"PSYCHOLOGY, EXPERIMENTAL"
0010-7530,Contemporary Psychoanalysis,10.1080/00107530.2020.1858038,2020,6,395,"PSYCHOLOGY, PSYCHOANALYSIS"
0010-7530,Contemporary Psychoanalysis,10.1080/00107530.2020.1858704,2020,0,395,"PSYCHOLOGY, PSYCHOANALYSIS"
2162-2965,Applied Neuropsychology: Child,10.1080/21622965.2020.1862656,2022,4,548,PSYCHOLOGY
1090-0586,Applied Psychophysiology and Biofeedback,10.1007/s10484-020-09495-8,2021,16,318,"PSYCHOLOGY, CLINICAL"
0004-0002,Archives of Sexual Behavior,10.1007/s10508-020-01878-6,2021,14,174,"PSYCHOLOGY, CLINICAL"
1389-4978,Journal of Happiness Studies,10.1007/s10902-020-00344-3,2021,7,143,"PSYCHOLOGY, MULTIDISCIPLINARY"
0005-7967,Behaviour Research and Therapy,10.1016/j.brat.2021.103803,2021,55,64,"PSYCHOLOGY, CLINICAL"
2327-9095,Applied Neuropsychology: Adult,10.1080/23279095.2020.1864634,2022,5,542,PSYCHOLOGY
2397-0022,German Journal of Human Resource Management: Zeitschrift für Personalforschung,10.1177/2397002216683880,2017,16,126,"PSYCHOLOGY, APPLIED"
1664-1078,Frontiers in Psychology,10.3389/fpsyg.2020.631238,2021,5,228,"PSYCHOLOGY, MULTIDISCIPLINARY"
1555-2101,The Journal of Clinical Psychiatry,10.4088/jcp.20m13458,2021,4,59,"PSYCHOLOGY, CLINICAL"
1939-3792,Autism Research,10.1002/aur.2462,2021,12,32,"PSYCHOLOGY, DEVELOPMENTAL"
0022-0116,Journal of Contemporary Psychotherapy,10.1007/s10879-020-09482-4,2021,0,502,"PSYCHOLOGY, CLINICAL"
